label,name,uni
216,chicken,113
217,onion,366
218,ice cream,281
219,tape,1
220,wheelchair,624
221,plum,413
222,bar soap,22
223,scale,469
224,watermelon,621
225,cabbage,82
226,router/modem,457
227,golf ball,241
228,pine apple,404
229,crane,143
230,fire truck,208
231,peach,386
232,cello,105
233,notepaper,379
234,tricycle,598
235,toaster,578
236,helicopter,269
237,green beans,248
238,brush,76
239,carriage,275
240,cigar,677
241,earphone,187
242,penguin,390
243,hurdle,280
244,swing,552
245,radio,681
246,CD,127
247,parking meter,382
248,swan,548
249,garlic,232
250,french fries,225
251,horn,691
252,avocado,13
253,saxophone,468
254,trumpet,604
255,sandwich,465
256,cue,151
257,kiwi fruit,298
258,bear,35
259,fishing rod,211
260,cherry,111
261,tablet,556
262,green vegetables,612
263,nuts,362
264,corn,135
265,key,294
266,screwdriver,475
267,globe,236
268,broom,74
269,pliers,412
270,volleyball,615
271,hammer,256
272,eggplant,190
273,trophy,601
274,dates,690
275,board eraser,57
276,rice,446
277,tape measure/ruler,460
278,dumbbell,182
279,hamimelon,94
280,stapler,526
281,camel,87
282,lettuce,311
283,goldfish,240
284,meat balls,335
285,medal,336
286,toothpaste,689
287,antelope,9
288,shrimp,494
289,rickshaw,448
290,trombone,600
291,pomegranate,416
292,coconut,120
293,jellyfish,287
294,mushroom,354
295,calculator,86
296,treadmill,597
297,butterfly,81
298,egg tart,561
299,cheese,109
300,pig,401
301,pomelo,692
302,race car,437
303,rice cooker,447
304,tuba,605
305,crosswalk sign,147
306,papaya,378
307,hair drier,254
308,green onion,249
309,chips,423
310,dolphin,171
311,sushi,546
312,urinal,608
313,donkey,172
314,electric drill,191
315,spring rolls,523
316,tortoise/turtle,585
317,parrot,383
318,flute,217
319,measuring cup,334
320,shark,484
321,steak,529
322,poker card,411
323,binoculars,53
324,llama,688
325,radish,439
326,noodles,360
327,yak,637
328,mop,346
329,crab,142
330,microscope,683
331,barbell,23
332,bread/bun,70
333,baozi,21
334,lion,320
335,red cabbage,442
336,polar bear,414
337,lighter,316
338,seal,479
339,mangosteen,678
340,comb,126
341,eraser,195
342,pitaya,686
343,scallop,470
344,pencil case,389
345,saw,685
346,table tennis paddle,555
347,okra,365
348,starfish,527
349,eagle,185
350,monkey,345
351,durian,184
352,game board,230
353,rabbit,435
354,french horn,226
355,ambulance,6
356,asparagus,231
357,hoverboard,279
358,pasta,385
359,target,560
360,hotair balloon,276
361,chainsaw,107
362,lobster,323
363,iron,676
364,flashlight,213
